CRASH_ID,CRASH_DATE,CRASH_TIME,BOROUGH,LATITUDE,LONGITUDE,ON_STREET_NAME,NUMBER_OF_PERSONS_INJURED,NUMBER_OF_PERSONS_KILLED,CONTRIBUTING_FACTOR_VEHICLE_1,VEHICLE_TYPE_CODE_1
100765,10/28/2023,06:41,MANHATTAN,40.68311,-73.793474,Unnamed Street,1,0,Turning Improperly,SUV
100380,10/28/2023,17:28,BROOKLYN,40.693943,-73.987927,Downtown Brooklyn,0,0,Traffic Control Disregarded,Sedan
100227,04/10/2024,14:46,MANHATTAN,40.733702,-73.99245,Union Square area,0,0,Turning Improperly,Sedan
100793,03/11/2024,21:07,BRONX,40.798274,-73.978932,Unnamed Street,0,0,Failure to Yield Right-of-Way,Taxi
100799,08/11/2024,05:41,BROOKLYN,40.564959,-73.908638,Unnamed Street,0,0,Pavement Slippery,Box Truck
100286,02/20/2024,16:36,MANHATTAN,40.73663,-73.988851,Union Square area,1,0,Unsafe Speed,Sedan
100778,06/04/2023,01:09,BRONX,40.715207,-73.772215,Unnamed Street,0,0,Unspecified,Bus
100422,02/25/2024,15:56,BROOKLYN,40.69344,-73.987814,Downtown Brooklyn,1,0,Pavement Slippery,Taxi
100059,12/17/2023,22:10,MANHATTAN,40.762199,-73.986842,Times Square area,1,0,Traffic Control Disregarded,Taxi
100331,11/02/2024,23:31,BROOKLYN,40.690526,-73.994999,Downtown Brooklyn,0,0,Following Too Closely,Bus
100305,03/07/2023,17:25,MANHATTAN,40.736876,-73.991358,Union Square area,1,0,Alcohol Involvement,Box Truck
100394,08/22/2024,16:31,BROOKLYN,40.690077,-73.985742,Downtown Brooklyn,0,0,Alcohol Involvement,Box Truck
100266,07/27/2023,13:52,MANHATTAN,40.736645,-73.990378,Union Square area,1,0,Traffic Control Disregarded,Pick-up Truck
100616,11/30/2023,13:43,BRONX,40.862144,-73.896765,"Fordham Rd, The Bronx",0,0,Driver Inattention/Distraction,Pick-up Truck
100310,11/10/2024,07:02,MANHATTAN,40.735654,-73.992185,Union Square area,0,0,Unsafe Speed,Bus
100007,07/18/2023,18:25,MANHATTAN,40.754973,-73.99025,Times Square area,3,0,Alcohol Involvement,Bike
100456,11/13/2024,20:41,QUEENS,40.766461,-73.832568,"Flushing, Queens",0,0,Pavement Slippery,Pick-up Truck
100155,06/13/2024,13:01,MANHATTAN,40.753315,-73.979495,Times Square area,1,0,Turning Improperly,SUV
100598,12/17/2024,13:22,BRONX,40.85975,-73.894341,"Fordham Rd, The Bronx",0,0,Turning Improperly,Bike
100867,12/02/2024,10:47,MANHATTAN,40.826596,-74.071978,Unnamed Street,0,0,Following Too Closely,Sedan
100101,06/27/2023,17:55,MANHATTAN,40.756948,-73.986188,Times Square area,1,0,Backing Unsafely,Bike
100199,05/20/2024,05:03,MANHATTAN,40.734366,-73.991856,Union Square area,1,0,Unsafe Speed,Box Truck
100432,07/01/2024,12:07,BROOKLYN,40.688497,-73.993472,Downtown Brooklyn,1,0,Unspecified,Sedan
100371,10/27/2023,16:00,BROOKLYN,40.693556,-73.991428,Downtown Brooklyn,2,0,Unsafe Speed,Sedan
100319,04/20/2024,16:31,MANHATTAN,40.73637,-73.995084,Union Square area,0,0,Pavement Slippery,Bus
100755,09/17/2024,16:14,BRONX,40.564334,-74.009108,Unnamed Street,0,0,Alcohol Involvement,Box Truck
100835,12/30/2023,09:34,BRONX,40.730287,-74.136281,Unnamed Street,0,0,Unsafe Speed,SUV
100599,11/19/2024,08:46,BRONX,40.862139,-73.892448,"Fordham Rd, The Bronx",0,0,Following Too Closely,Taxi
100326,11/16/2023,15:54,BROOKLYN,40.688006,-73.988913,Downtown Brooklyn,0,0,Traffic Control Disregarded,Bus
100694,04/05/2023,06:39,MANHATTAN,40.739463,-73.932824,Unnamed Street,0,0,Pavement Slippery,Bike
100542,05/13/2024,10:16,BRONX,40.861994,-73.897275,"Fordham Rd, The Bronx",1,0,Following Too Closely,Pick-up Truck
100311,10/11/2024,09:34,MANHATTAN,40.733648,-73.989504,Union Square area,1,0,Traffic Control Disregarded,SUV
100534,05/10/2024,20:41,QUEENS,40.77111,-73.829538,"Flushing, Queens",1,0,Alcohol Involvement,Taxi
100865,09/25/2024,11:16,QUEENS,40.585977,-74.021707,Unnamed Street,0,0,Traffic Control Disregarded,SUV
100351,10/23/2024,01:15,BROOKLYN,40.696436,-73.989516,Downtown Brooklyn,0,0,Unsafe Speed,Taxi
100464,07/13/2023,09:01,QUEENS,40.765042,-73.830979,"Flushing, Queens",2,0,Traffic Control Disregarded,Taxi
100539,10/25/2024,11:24,QUEENS,40.767189,-73.833703,"Flushing, Queens",0,0,Driver Inattention/Distraction,Taxi
100802,03/13/2023,16:33,BROOKLYN,40.838483,-74.024862,Unnamed Street,0,0,Following Too Closely,Bike
100420,01/10/2024,19:53,BROOKLYN,40.697987,-73.990077,Downtown Brooklyn,0,0,Alcohol Involvement,Bike
100382,05/10/2024,18:38,BROOKLYN,40.693675,-73.991575,Downtown Brooklyn,0,0,Driver Inattention/Distraction,Taxi
100541,02/03/2024,20:06,BRONX,40.859922,-73.890189,"Fordham Rd, The Bronx",2,0,Alcohol Involvement,Pick-up Truck
100298,04/22/2023,09:53,MANHATTAN,40.731918,-73.992994,Union Square area,0,0,Driver Inattention/Distraction,Sedan
100714,02/11/2024,09:09,BROOKLYN,40.731372,-73.938895,Unnamed Street,1,0,Driver Inattention/Distraction,Box Truck
100212,08/15/2024,16:10,MANHATTAN,40.739721,-73.98983,Union Square area,0,0,Failure to Yield Right-of-Way,Box Truck
100079,09/03/2023,07:22,MANHATTAN,40.756044,-73.985358,Times Square area,0,0,Unspecified,SUV
100148,02/19/2024,17:49,MANHATTAN,40.754995,-73.986343,Times Square area,1,0,Driver Inattention/Distraction,Taxi
100275,09/13/2024,12:44,MANHATTAN,40.735479,-73.992719,Union Square area,0,0,Pavement Slippery,Pick-up Truck
100426,10/25/2024,13:48,BROOKLYN,40.690831,-73.992499,Downtown Brooklyn,1,0,Turning Improperly,SUV
100442,09/17/2023,04:43,QUEENS,40.759983,-73.827679,"Flushing, Queens",1,0,Failure to Yield Right-of-Way,Bike
100409,03/18/2024,19:15,BROOKLYN,40.690378,-73.990747,Downtown Brooklyn,1,0,Unspecified,Taxi
100408,02/23/2024,09:35,BROOKLYN,40.68949,-73.991238,Downtown Brooklyn,0,0,Unspecified,Taxi
100133,05/24/2024,16:26,MANHATTAN,40.760461,-73.983978,Times Square area,1,0,Pavement Slippery,Sedan
100606,08/08/2023,08:20,BRONX,40.863291,-73.894318,"Fordham Rd, The Bronx",0,0,Pavement Slippery,Bike
100593,01/15/2024,08:19,BRONX,40.854826,-73.896631,"Fordham Rd, The Bronx",0,0,Pavement Slippery,Bus
100485,05/14/2024,20:22,QUEENS,40.763707,-73.832013,"Flushing, Queens",1,0,Driver Inattention/Distraction,Sedan
100494,04/20/2024,18:50,QUEENS,40.768164,-73.834062,"Flushing, Queens",1,0,Pavement Slippery,SUV
100752,02/11/2024,12:38,MANHATTAN,40.687884,-73.898598,Unnamed Street,0,0,Backing Unsafely,Taxi
100567,10/29/2023,03:25,BRONX,40.860338,-73.899927,"Fordham Rd, The Bronx",0,0,Pavement Slippery,Sedan
100290,01/09/2024,13:49,MANHATTAN,40.734411,-73.987664,Union Square area,1,0,Failure to Yield Right-of-Way,Bus
100919,08/09/2024,02:44,BRONX,40.557723,-74.013581,Unnamed Street,0,0,Alcohol Involvement,Bus
100912,11/07/2023,12:50,STATEN ISLAND,40.616977,-73.781077,Unnamed Street,0,0,Failure to Yield Right-of-Way,Pick-up Truck
100314,07/10/2024,13:15,MANHATTAN,40.735627,-73.992321,Union Square area,1,0,Pavement Slippery,Bus
100172,10/19/2023,15:43,MANHATTAN,40.75453,-73.990098,Times Square area,0,0,Turning Improperly,Pick-up Truck
100490,08/22/2023,13:00,QUEENS,40.765129,-73.828868,"Flushing, Queens",0,0,Traffic Control Disregarded,Bike
100430,07/18/2024,20:07,BROOKLYN,40.691515,-73.996441,Downtown Brooklyn,0,0,Driver Inattention/Distraction,Taxi
100363,10/29/2024,12:14,BROOKLYN,40.693476,-73.991409,Downtown Brooklyn,1,0,Pavement Slippery,Taxi
100836,11/03/2024,00:48,BRONX,40.791682,-74.12669,Unnamed Street,0,0,Failure to Yield Right-of-Way,Bus
100090,10/01/2023,05:50,MANHATTAN,40.761615,-73.983483,Times Square area,1,0,Traffic Control Disregarded,Taxi
100870,09/30/2023,08:12,QUEENS,40.80488,-73.957946,Unnamed Street,0,0,Failure to Yield Right-of-Way,SUV
100181,04/10/2024,09:12,MANHATTAN,40.734149,-73.992707,Union Square area,1,0,Failure to Yield Right-of-Way,Taxi
100656,07/26/2024,09:49,MANHATTAN,40.807499,-73.964551,Unnamed Street,0,0,Traffic Control Disregarded,Sedan
100829,10/20/2024,18:51,BROOKLYN,40.556317,-74.13543,Unnamed Street,0,0,Following Too Closely,Sedan
100069,03/09/2023,13:21,MANHATTAN,40.754345,-73.988981,Times Square area,0,0,Driver Inattention/Distraction,SUV
100291,02/23/2024,21:47,MANHATTAN,40.737203,-73.989487,Union Square area,3,0,Driver Inattention/Distraction,Sedan
100131,03/21/2023,19:12,MANHATTAN,40.759653,-73.985383,Times Square area,2,0,Following Too Closely,SUV
100300,08/22/2024,15:19,MANHATTAN,40.735558,-73.988375,Union Square area,1,0,Backing Unsafely,Bike
100357,04/24/2024,22:42,BROOKLYN,40.690034,-73.993312,Downtown Brooklyn,1,0,Traffic Control Disregarded,Bus
100144,05/27/2023,13:21,MANHATTAN,40.755971,-73.980097,Times Square area,1,0,Unspecified,Taxi
100135,12/17/2024,16:30,MANHATTAN,40.760453,-73.989968,Times Square area,0,0,Following Too Closely,Pick-up Truck
100164,05/28/2023,16:49,MANHATTAN,40.761325,-73.98862,Times Square area,0,0,Traffic Control Disregarded,Bike
100028,02/22/2024,18:16,MANHATTAN,40.757986,-73.990212,Times Square area,3,0,Unsafe Speed,Pick-up Truck
100810,10/25/2024,18:30,STATEN ISLAND,40.740167,-74.121237,Unnamed Street,0,0,Alcohol Involvement,SUV
100193,03/01/2023,12:01,MANHATTAN,40.73423,-73.98862,Union Square area,0,0,Backing Unsafely,SUV
100411,02/15/2023,10:38,BROOKLYN,40.696377,-73.99066,Downtown Brooklyn,0,0,Driver Inattention/Distraction,SUV
100591,05/02/2023,11:21,BRONX,40.867046,-73.893828,"Fordham Rd, The Bronx",2,0,Following Too Closely,SUV
100169,08/05/2023,16:20,MANHATTAN,40.757041,-73.982655,Times Square area,0,0,Turning Improperly,Box Truck
100412,06/03/2023,08:19,BROOKLYN,40.690801,-73.990833,Downtown Brooklyn,0,0,Backing Unsafely,Box Truck
100140,04/06/2023,19:43,MANHATTAN,40.75583,-73.983307,Times Square area,0,0,Unsafe Speed,Taxi
100173,01/16/2024,18:42,MANHATTAN,40.760565,-73.982562,Times Square area,0,0,Alcohol Involvement,Bus
100006,11/07/2024,17:14,MANHATTAN,40.751465,-73.988632,Times Square area,0,0,Alcohol Involvement,Pick-up Truck
100595,06/22/2024,03:43,BRONX,40.854805,-73.897615,"Fordham Rd, The Bronx",0,0,Pavement Slippery,Pick-up Truck
100658,01/30/2023,04:02,QUEENS,40.587575,-73.887796,Unnamed Street,1,0,Unsafe Speed,SUV
100073,07/30/2024,14:46,MANHATTAN,40.763061,-73.982855,Times Square area,1,0,Unspecified,Sedan
100723,12/22/2023,02:08,BRONX,40.600435,-73.945096,Unnamed Street,2,0,Following Too Closely,Bike
100350,07/31/2023,19:50,BROOKLYN,40.691363,-73.992888,Downtown Brooklyn,0,0,Unspecified,Box Truck
100493,05/24/2023,07:41,QUEENS,40.768536,-73.830751,"Flushing, Queens",0,0,Turning Improperly,Taxi
100145,10/16/2023,22:37,MANHATTAN,40.763888,-73.986655,Times Square area,0,0,Driver Inattention/Distraction,Bus
100234,11/14/2024,04:43,MANHATTAN,40.736067,-73.98981,Union Square area,1,0,Unsafe Speed,SUV
100220,09/05/2024,18:13,MANHATTAN,40.738892,-73.990892,Union Square area,0,0,Alcohol Involvement,Bus
100916,04/04/2023,05:32,MANHATTAN,40.597485,-73.874753,Unnamed Street,0,0,Failure to Yield Right-of-Way,Pick-up Truck
100621,12/08/2023,15:37,BRONX,40.859564,-73.896622,"Fordham Rd, The Bronx",0,0,Failure to Yield Right-of-Way,Sedan
100132,02/01/2024,19:32,MANHATTAN,40.763595,-73.983039,Times Square area,2,0,Unspecified,Bus
100495,07/04/2023,10:41,QUEENS,40.771313,-73.831858,"Flushing, Queens",0,0,Unspecified,Taxi
100346,04/25/2023,07:48,BROOKLYN,40.694725,-73.993642,Downtown Brooklyn,1,0,Turning Improperly,Sedan
100185,06/18/2023,13:21,MANHATTAN,40.740124,-73.988924,Union Square area,1,0,Failure to Yield Right-of-Way,Pick-up Truck
100041,05/09/2024,15:32,MANHATTAN,40.761517,-73.983906,Times Square area,0,0,Unsafe Speed,Bus
100687,03/10/2023,13:43,BROOKLYN,40.675215,-74.092275,Unnamed Street,1,0,Unspecified,SUV
100108,01/09/2023,07:56,MANHATTAN,40.756593,-73.983919,Times Square area,0,0,Failure to Yield Right-of-Way,Bus
100857,08/23/2023,16:35,STATEN ISLAND,40.629586,-73.788419,Unnamed Street,3,0,Alcohol Involvement,Taxi
100056,07/22/2023,08:25,MANHATTAN,40.764569,-73.987925,Times Square area,0,0,Unsafe Speed,Sedan
100809,07/24/2024,16:05,MANHATTAN,40.829447,-73.786636,Unnamed Street,0,0,Unspecified,Taxi
100825,06/10/2024,13:08,STATEN ISLAND,40.751685,-73.946523,Unnamed Street,1,0,Alcohol Involvement,Pick-up Truck
100521,09/01/2023,17:27,QUEENS,40.766901,-73.833401,"Flushing, Queens",1,0,Backing Unsafely,Bike
100024,01/07/2023,06:34,MANHATTAN,40.758679,-73.982958,Times Square area,3,0,Failure to Yield Right-of-Way,SUV
100377,01/11/2024,07:32,BROOKLYN,40.695727,-73.987545,Downtown Brooklyn,0,0,Pavement Slippery,Taxi
100465,10/14/2023,02:25,QUEENS,40.76565,-73.83336,"Flushing, Queens",2,0,Pavement Slippery,Bus
100615,07/01/2024,10:42,BRONX,40.861116,-73.893378,"Fordham Rd, The Bronx",0,0,Pavement Slippery,Sedan
100338,02/03/2023,09:44,BROOKLYN,40.684025,-73.986557,Downtown Brooklyn,0,0,Alcohol Involvement,Sedan
100051,11/22/2024,22:03,MANHATTAN,40.761463,-73.986932,Times Square area,0,0,Following Too Closely,Bike
100440,06/16/2024,21:20,QUEENS,40.764967,-73.834641,"Flushing, Queens",0,0,Traffic Control Disregarded,Bike
100852,04/18/2023,03:26,BRONX,40.630163,-73.946355,Unnamed Street,0,0,Turning Improperly,Taxi
100587,05/20/2023,15:18,BRONX,40.856303,-73.894622,"Fordham Rd, The Bronx",0,0,Unsafe Speed,Box Truck
100264,02/03/2023,07:59,MANHATTAN,40.734801,-73.996619,Union Square area,0,0,Driver Inattention/Distraction,Taxi
100891,08/02/2023,00:01,MANHATTAN,40.798023,-73.817693,Unnamed Street,1,0,Pavement Slippery,Bike
100631,05/30/2024,20:48,QUEENS,40.788993,-74.014807,Unnamed Street,1,0,Turning Improperly,Bus
100523,11/13/2023,07:40,QUEENS,40.766926,-73.826908,"Flushing, Queens",0,0,Turning Improperly,Taxi
100797,12/30/2024,16:32,BROOKLYN,40.801059,-73.921074,Unnamed Street,0,0,Alcohol Involvement,Pick-up Truck
100018,06/23/2023,17:23,MANHATTAN,40.761428,-73.983244,Times Square area,0,0,Traffic Control Disregarded,Taxi
100710,06/22/2023,08:09,BRONX,40.620107,-73.894319,Unnamed Street,1,0,Pavement Slippery,Bike
100526,08/04/2024,17:47,QUEENS,40.767245,-73.826464,"Flushing, Queens",0,0,Backing Unsafely,Bike
100594,07/01/2024,18:43,BRONX,40.864495,-73.897634,"Fordham Rd, The Bronx",0,0,Unspecified,Box Truck
100083,03/31/2024,14:14,MANHATTAN,40.759658,-73.984613,Times Square area,1,0,Turning Improperly,SUV
100061,11/20/2024,19:16,MANHATTAN,40.762549,-73.984563,Times Square area,0,0,Driver Inattention/Distraction,Taxi
100272,01/08/2023,16:53,MANHATTAN,40.73884,-73.995435,Union Square area,0,0,Following Too Closely,Bus
100285,12/30/2024,07:33,MANHATTAN,40.736633,-73.994058,Union Square area,0,0,Driver Inattention/Distraction,Taxi
100360,06/05/2023,21:20,BROOKLYN,40.699266,-73.993233,Downtown Brooklyn,0,0,Failure to Yield Right-of-Way,Pick-up Truck
100354,07/24/2024,18:28,BROOKLYN,40.691123,-73.98928,Downtown Brooklyn,0,0,Failure to Yield Right-of-Way,Box Truck
100722,03/23/2023,18:10,STATEN ISLAND,40.741505,-73.870246,Unnamed Street,0,0,Unsafe Speed,SUV
100501,05/12/2023,09:47,QUEENS,40.76451,-73.832874,"Flushing, Queens",1,0,Backing Unsafely,Sedan
100012,01/30/2024,08:12,MANHATTAN,40.758893,-73.988584,Times Square area,0,0,Traffic Control Disregarded,Bus
100182,11/20/2023,13:40,MANHATTAN,40.740081,-73.988793,Union Square area,1,0,Following Too Closely,Bus
100368,03/02/2024,14:48,BROOKLYN,40.69485,-73.990928,Downtown Brooklyn,2,0,Unsafe Speed,Sedan
100679,07/31/2024,14:28,MANHATTAN,40.654857,-74.023712,Unnamed Street,0,0,Turning Improperly,Taxi
100570,08/18/2023,16:38,BRONX,40.860392,-73.899285,"Fordham Rd, The Bronx",1,0,Backing Unsafely,Bike
100223,03/09/2023,15:03,MANHATTAN,40.738816,-73.992532,Union Square area,0,0,Unsafe Speed,SUV
100530,10/28/2024,15:18,QUEENS,40.770076,-73.833116,"Flushing, Queens",0,0,Unspecified,Box Truck
100807,05/04/2024,10:19,BROOKLYN,40.667086,-74.107563,Unnamed Street,0,0,Pavement Slippery,SUV
100424,07/02/2023,09:12,BROOKLYN,40.694026,-73.991223,Downtown Brooklyn,1,0,Driver Inattention/Distraction,Bus
100436,11/13/2024,08:15,BROOKLYN,40.69579,-73.991699,Downtown Brooklyn,0,0,Alcohol Involvement,Box Truck
100750,03/25/2024,22:07,MANHATTAN,40.568033,-73.783626,Unnamed Street,0,0,Turning Improperly,Bike
100861,02/02/2024,07:48,STATEN ISLAND,40.612347,-73.948372,Unnamed Street,2,0,Unspecified,Pick-up Truck
100176,03/20/2023,15:41,MANHATTAN,40.76354,-73.984833,Times Square area,2,0,Traffic Control Disregarded,Box Truck
100618,12/09/2023,19:29,BRONX,40.855414,-73.897363,"Fordham Rd, The Bronx",1,0,Backing Unsafely,Bus
100481,12/26/2023,16:56,QUEENS,40.768984,-73.829038,"Flushing, Queens",3,0,Unsafe Speed,Bus
100449,06/02/2023,06:16,QUEENS,40.763649,-73.828685,"Flushing, Queens",0,0,Following Too Closely,Pick-up Truck
100163,11/28/2023,14:49,MANHATTAN,40.760749,-73.984461,Times Square area,0,0,Turning Improperly,Pick-up Truck
100248,08/20/2024,14:18,MANHATTAN,40.736746,-73.991839,Union Square area,1,0,Failure to Yield Right-of-Way,Box Truck
100588,11/11/2023,07:22,BRONX,40.860013,-73.896622,"Fordham Rd, The Bronx",1,0,Following Too Closely,Bike
100820,03/08/2024,13:47,MANHATTAN,40.777157,-74.027741,Unnamed Street,0,0,Unspecified,Pick-up Truck
100375,01/16/2024,18:22,BROOKLYN,40.691376,-73.987201,Downtown Brooklyn,1,0,Following Too Closely,Pick-up Truck
100074,09/04/2023,20:33,MANHATTAN,40.751977,-73.982298,Times Square area,0,0,Traffic Control Disregarded,Bike
100113,05/29/2024,15:24,MANHATTAN,40.754862,-73.990842,Times Square area,0,0,Unsafe Speed,Bus
100527,08/21/2023,12:10,QUEENS,40.762615,-73.830097,"Flushing, Queens",0,0,Failure to Yield Right-of-Way,Taxi
100518,03/25/2023,13:04,QUEENS,40.766987,-73.831629,"Flushing, Queens",0,0,Failure to Yield Right-of-Way,SUV
100390,07/24/2024,17:38,BROOKLYN,40.694172,-73.985933,Downtown Brooklyn,1,0,Following Too Closely,Bike
100104,03/31/2024,12:29,MANHATTAN,40.75333,-73.983682,Times Square area,0,0,Following Too Closely,Bus
100114,03/06/2024,11:43,MANHATTAN,40.754737,-73.982712,Times Square area,1,0,Driver Inattention/Distraction,SUV
100666,12/29/2023,23:47,QUEENS,40.792758,-73.880867,Unnamed Street,0,0,Driver Inattention/Distraction,Bike
100092,10/04/2023,17:09,MANHATTAN,40.759613,-73.989576,Times Square area,1,0,Alcohol Involvement,Taxi
100522,12/02/2023,16:22,QUEENS,40.766318,-73.829447,"Flushing, Queens",1,0,Following Too Closely,Bus
100089,10/27/2024,07:17,MANHATTAN,40.760441,-73.990003,Times Square area,1,0,Backing Unsafely,Bus
100336,01/24/2023,16:26,BROOKLYN,40.695038,-73.995175,Downtown Brooklyn,0,0,Unsafe Speed,Sedan
100918,06/08/2024,21:28,STATEN ISLAND,40.663407,-74.108822,Unnamed Street,1,0,Pavement Slippery,Taxi
100853,11/17/2023,12:25,MANHATTAN,40.71459,-73.760642,Unnamed Street,1,0,Pavement Slippery,Bus
100864,12/06/2024,14:32,STATEN ISLAND,40.786787,-74.137515,Unnamed Street,0,0,Traffic Control Disregarded,Pick-up Truck
100850,11/11/2024,17:18,BROOKLYN,40.589324,-73.843537,Unnamed Street,0,0,Traffic Control Disregarded,Pick-up Truck
100551,12/13/2023,13:24,BRONX,40.860547,-73.899617,"Fordham Rd, The Bronx",1,0,Unsafe Speed,Bike
100880,08/31/2024,20:25,QUEENS,40.778182,-74.082716,Unnamed Street,0,0,Alcohol Involvement,Bike
100094,11/02/2023,20:48,MANHATTAN,40.75798,-73.989457,Times Square area,1,0,Pavement Slippery,Bus
100011,01/19/2023,06:31,MANHATTAN,40.750141,-73.983034,Times Square area,1,0,Backing Unsafely,Pick-up Truck
100396,08/17/2024,18:22,BROOKLYN,40.695345,-73.993998,Downtown Brooklyn,3,0,Pavement Slippery,Bike
100468,09/04/2023,19:29,QUEENS,40.765068,-73.83449,"Flushing, Queens",0,0,Turning Improperly,Bike
100043,08/21/2023,19:25,MANHATTAN,40.756541,-73.984877,Times Square area,0,0,Turning Improperly,Bus
100042,10/22/2024,08:12,MANHATTAN,40.759318,-73.985825,Times Square area,0,0,Following Too Closely,SUV
100329,01/09/2023,00:36,BROOKLYN,40.692781,-73.985613,Downtown Brooklyn,0,0,Unsafe Speed,SUV
100167,09/24/2024,23:12,MANHATTAN,40.75316,-73.982707,Times Square area,1,0,Alcohol Involvement,Taxi
100811,07/12/2023,08:12,BROOKLYN,40.64192,-74.089084,Unnamed Street,1,0,Unspecified,Taxi
100736,01/14/2023,03:50,QUEENS,40.602193,-74.015009,Unnamed Street,0,0,Driver Inattention/Distraction,SUV
100886,06/05/2023,07:14,MANHATTAN,40.571772,-73.809873,Unnamed Street,0,0,Alcohol Involvement,Bike
100100,01/05/2024,15:56,MANHATTAN,40.755688,-73.987372,Times Square area,1,0,Driver Inattention/Distraction,Bus
100178,03/22/2024,12:41,MANHATTAN,40.755894,-73.987489,Times Square area,2,0,Pavement Slippery,Taxi
100416,03/02/2023,13:30,BROOKLYN,40.692514,-73.995629,Downtown Brooklyn,0,0,Unsafe Speed,SUV
100601,05/26/2024,09:18,BRONX,40.861842,-73.894652,"Fordham Rd, The Bronx",1,0,Pavement Slippery,Box Truck
100817,05/05/2024,11:39,QUEENS,40.66388,-73.847976,Unnamed Street,0,0,Unsafe Speed,Bus
100611,06/24/2023,16:08,BRONX,40.857982,-73.902828,"Fordham Rd, The Bronx",2,0,Following Too Closely,Pick-up Truck
100177,01/20/2024,06:12,MANHATTAN,40.756615,-73.982043,Times Square area,1,0,Traffic Control Disregarded,Bus
100803,06/23/2024,09:07,STATEN ISLAND,40.679975,-73.830123,Unnamed Street,0,0,Traffic Control Disregarded,Pick-up Truck
100626,12/06/2024,21:50,BRONX,40.860231,-73.899314,"Fordham Rd, The Bronx",0,0,Alcohol Involvement,Sedan
100735,05/04/2023,12:41,MANHATTAN,40.700087,-73.983938,Unnamed Street,0,0,Following Too Closely,Box Truck
100633,10/11/2023,05:58,QUEENS,40.827748,-73.886003,Unnamed Street,0,0,Following Too Closely,SUV
100383,02/14/2024,16:31,BROOKLYN,40.692663,-73.992595,Downtown Brooklyn,1,0,Traffic Control Disregarded,Bus
100257,07/25/2023,19:13,MANHATTAN,40.738122,-73.992417,Union Square area,0,0,Backing Unsafely,Sedan
100545,02/09/2023,17:26,BRONX,40.860806,-73.897481,"Fordham Rd, The Bronx",0,0,Turning Improperly,Sedan
100335,07/23/2024,13:14,BROOKLYN,40.692233,-73.987535,Downtown Brooklyn,0,0,Unspecified,Sedan
100569,04/17/2023,21:22,BRONX,40.857471,-73.896237,"Fordham Rd, The Bronx",1,0,Failure to Yield Right-of-Way,Taxi
100015,06/12/2023,07:43,MANHATTAN,40.750034,-73.984463,Times Square area,0,0,Unspecified,Sedan
100003,02/03/2023,15:20,MANHATTAN,40.765678,-73.984317,Times Square area,0,0,Alcohol Involvement,Bus
100444,03/14/2023,06:36,QUEENS,40.767843,-73.833947,"Flushing, Queens",0,0,Unsafe Speed,Sedan
100256,09/18/2024,09:50,MANHATTAN,40.735345,-73.990046,Union Square area,1,0,Backing Unsafely,Bike
100905,03/22/2023,08:58,STATEN ISLAND,40.792381,-74.074059,Unnamed Street,1,0,Unsafe Speed,Sedan
100655,07/02/2024,19:02,BRONX,40.626528,-73.842849,Unnamed Street,0,0,Pavement Slippery,Bike
100447,03/26/2023,02:00,QUEENS,40.763676,-73.83306,"Flushing, Queens",0,0,Driver Inattention/Distraction,Sedan
100393,09/20/2024,19:09,BROOKLYN,40.693969,-73.993986,Downtown Brooklyn,0,0,Driver Inattention/Distraction,SUV
100222,04/11/2023,16:53,MANHATTAN,40.734206,-73.989421,Union Square area,1,0,Traffic Control Disregarded,Pick-up Truck
100179,08/23/2024,12:09,MANHATTAN,40.755845,-73.982815,Times Square area,1,0,Pavement Slippery,Sedan
100816,10/03/2023,20:11,QUEENS,40.632225,-73.829534,Unnamed Street,3,0,Unsafe Speed,Box Truck
100453,05/12/2024,21:43,QUEENS,40.761728,-73.829773,"Flushing, Queens",1,0,Driver Inattention/Distraction,Box Truck
100324,11/12/2023,04:29,BROOKLYN,40.699363,-73.995983,Downtown Brooklyn,2,0,Driver Inattention/Distraction,Sedan
100548,08/27/2023,05:26,BRONX,40.856342,-73.895007,"Fordham Rd, The Bronx",1,0,Unspecified,Box Truck
100009,02/16/2023,10:23,MANHATTAN,40.753476,-73.982201,Times Square area,1,0,Traffic Control Disregarded,Taxi
100249,07/05/2023,18:11,MANHATTAN,40.73258,-73.988392,Union Square area,0,0,Unsafe Speed,Bus
100022,12/28/2024,21:04,MANHATTAN,40.752868,-73.985143,Times Square area,2,0,Alcohol Involvement,Sedan
100356,05/30/2023,14:06,BROOKLYN,40.693823,-73.994163,Downtown Brooklyn,0,0,Alcohol Involvement,Taxi
100221,08/12/2023,19:36,MANHATTAN,40.733681,-73.992194,Union Square area,0,0,Backing Unsafely,Bus
100737,05/20/2023,17:10,QUEENS,40.691897,-73.942126,Unnamed Street,2,0,Unspecified,Bus
100798,06/19/2023,14:07,BRONX,40.821727,-73.759965,Unnamed Street,0,0,Backing Unsafely,Pick-up Truck
100913,11/12/2024,10:59,MANHATTAN,40.578838,-73.980171,Unnamed Street,0,0,Pavement Slippery,SUV
100583,10/16/2023,16:43,BRONX,40.861231,-73.900602,"Fordham Rd, The Bronx",0,0,Driver Inattention/Distraction,Bike
100340,06/18/2024,16:40,BROOKLYN,40.691019,-73.993197,Downtown Brooklyn,1,0,Failure to Yield Right-of-Way,Pick-up Truck
100431,07/02/2024,07:16,BROOKLYN,40.69145,-73.986529,Downtown Brooklyn,0,0,Unsafe Speed,Bike
